user,time,error,qType,qNum,ans,correct,confidence,age,sex,degree,monitor,computer,expert,expertProgressive,weights,weight0,weight1,weight2,weight3,weight4,weightPenalty,weightPenaltyNormalized,weight0high,weight0normal,weight0off,weight1high,weight1normal,weight1off,weight2high,weight2normal,weight2off,weight3high,weight3normal,weight3off,weight4high,weight4normal,weight4off,totalInteractions,rawWeightPenalty,interact
jt4rm7w0,12063,0,0,0,70000,70000,2,18-24,Male,High School,21,21-30,low-intermediate,low-intermediate,suboptimal,100,100,100,100,100,0.847222222,10.16666667,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,10.16666667,TRUE
jt4rm7w0,9987,0.1,1,1,95000,105000,2,18-24,Male,High School,21,21-30,low-intermediate,low-intermediate,suboptimal,100,100,100,100,100,0.679012346,6.111111111,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,6.111111111,TRUE
jt4rm7w0,6089,0,2,2,C,C,4,18-24,Male,High School,21,21-30,low-intermediate,low-intermediate,suboptimal,20,100,100,100,100,0.166666667,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,1,TRUE
jt4rm7w0,8661,0.11,0,3,50000,45000,3,18-24,Male,High School,21,21-30,low-intermediate,low-intermediate,suboptimal,100,100,100,100,100,1.078125,8.625,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,8.625,TRUE
jt4rm7w0,7438,0,1,4,130000,130000,2,18-24,Male,High School,21,21-30,low-intermediate,low-intermediate,suboptimal,100,100,100,100,20,0.693877551,4.857142857,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4,4.857142857,TRUE
jt4rm7w0,7667,0,2,5,E,E,4,18-24,Male,High School,21,21-30,low-intermediate,low-intermediate,optimal,100,100,100,100,100,0.12244898,0.857142857,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,0.857142857,TRUE
jt4rnlwt,26787,0.01,0,0,71000,70000,2,25-39,Female,Masters,dontknow,51-60,intermediate,intermediate,suboptimal,20,20,20,0,20,0.152366864,3.961538462,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3.961538462,TRUE
jt4rnlwt,64148,0.02,1,1,107400,105000,3,25-39,Female,Masters,dontknow,51-60,intermediate,intermediate,suboptimal,0,0,20,20,20,0.052246094,3.34375,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,3.34375,TRUE
jt4rnlwt,22206,0,2,2,C,C,4,25-39,Female,Masters,dontknow,51-60,intermediate,intermediate,optimal,100,100,100,100,100,0.012396694,0.272727273,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,0.272727273,TRUE
jt4rnlwt,31172,0.04,0,3,47000,45000,3,25-39,Female,Masters,dontknow,51-60,intermediate,intermediate,suboptimal,20,20,20,0,20,0.123829344,3.838709677,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3.838709677,TRUE
jt4rnlwt,50590,0.02,1,4,132100,130000,3,25-39,Female,Masters,dontknow,51-60,intermediate,intermediate,suboptimal,0,0,20,20,20,0.0724,3.62,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,3.62,TRUE
jt4rnlwt,19708,0,2,5,E,E,4,25-39,Female,Masters,dontknow,51-60,intermediate,intermediate,optimal,100,100,100,100,100,0.016620499,0.315789474,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,0.315789474,TRUE
jt4rpr4s,32256,0.01,0,0,71000,70000,3,40-49,Female,Bachelors,21,gt60,novice,novice,suboptimal,20,20,20,100,20,0.12109375,3.875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.875,TRUE
jt4rpr4s,35632,0.05,1,1,100000,105000,3,40-49,Female,Bachelors,21,gt60,novice,novice,optimal,100,100,0,0,0,0.015510204,0.542857143,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,5,0.542857143,TRUE
jt4rpr4s,21783,0,2,2,C,C,3,40-49,Female,Bachelors,21,gt60,novice,novice,suboptimal,20,20,100,20,20,0.027210884,0.571428571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.571428571,TRUE
jt4rpr4s,39496,0.08,0,3,41200,45000,3,40-49,Female,Bachelors,21,gt60,novice,novice,suboptimal,0,0,20,100,20,0.076923077,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,3,TRUE
jt4rpr4s,52153,0.04,1,4,125000,130000,3,40-49,Female,Bachelors,21,gt60,novice,novice,optimal,100,100,0,0,0,0.004807692,0.25,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,5,0.25,TRUE
jt4rpr4s,28281,0,2,5,E,E,4,40-49,Female,Bachelors,21,gt60,novice,novice,suboptimal,20,20,20,20,100,0.031887755,0.892857143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.892857143,TRUE
jt4rvsmm,33152,0,0,0,70000,70000,2,40-49,Male,PhD,15,31-40,intermediate,low-intermediate,suboptimal,20,20,20,100,20,0.117539027,3.878787879,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.878787879,TRUE
jt4rvsmm,22280,0.02,1,1,107000,105000,3,40-49,Male,PhD,15,31-40,intermediate,low-intermediate,suboptimal,100,100,20,20,20,0.132231405,2.909090909,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2.909090909,TRUE
jt4rvsmm,12680,0,2,2,C,C,4,40-49,Male,PhD,15,31-40,intermediate,low-intermediate,optimal,100,100,100,100,100,0.041666667,0.5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,0.5,TRUE
jt4rvsmm,17735,0.02,0,3,46000,45000,3,40-49,Male,PhD,15,31-40,intermediate,low-intermediate,suboptimal,20,20,20,100,20,0.235294118,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,TRUE
jt4rvsmm,33968,0.02,1,4,128000,130000,3,40-49,Male,PhD,15,31-40,intermediate,low-intermediate,suboptimal,100,100,20,20,20,0.091827365,3.03030303,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3.03030303,TRUE
jt4rvsmm,11697,0,2,5,E,E,4,40-49,Male,PhD,15,31-40,intermediate,low-intermediate,optimal,100,100,100,100,100,0.049586777,0.545454545,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,0.545454545,TRUE
jt4rxev9,48126,0.02,0,0,68400,70000,2,25-39,Female,Bachelors,15,31-40,low-intermediate,intermediate,suboptimal,100,100,100,100,100,0.137586806,6.604166667,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,7,6.604166667,TRUE
jt4rxev9,15020,0.04,1,1,101000,105000,2,25-39,Female,Bachelors,15,31-40,low-intermediate,intermediate,suboptimal,20,20,20,20,20,0.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
jt4rxev9,26743,0,2,2,C,C,4,25-39,Female,Bachelors,15,31-40,low-intermediate,intermediate,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4rxev9,47144,0.09,0,3,41000,45000,3,25-39,Female,Bachelors,15,31-40,low-intermediate,intermediate,suboptimal,20,20,20,100,20,0.083295609,3.914893617,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.914893617,TRUE
jt4rxev9,58512,0.01,1,4,129000,130000,3,25-39,Female,Bachelors,15,31-40,low-intermediate,intermediate,suboptimal,100,100,20,20,20,0.052021403,3.017241379,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3.017241379,TRUE
jt4rxev9,34408,0,2,5,E,E,4,25-39,Female,Bachelors,15,31-40,low-intermediate,intermediate,suboptimal,20,20,20,100,100,0.052768166,1.794117647,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1.794117647,TRUE
jt4s739d,27610,0,0,0,70000,70000,4,25-39,Male,Bachelors,23 or larger,gt60,novice,novice,optimal,0,0,0,100,0,0.035665295,0.962962963,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,5,0.962962963,TRUE
jt4s739d,20410,0.05,1,1,100000,105000,4,25-39,Male,Bachelors,23 or larger,gt60,novice,novice,optimal,100,100,0,0,0,0.055,1.1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,5,1.1,TRUE
jt4s739d,5561,0,2,2,C,C,4,25-39,Male,Bachelors,23 or larger,gt60,novice,novice,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4s739d,15664,0.02,0,3,44000,45000,3,25-39,Male,Bachelors,23 or larger,gt60,novice,novice,optimal,0,0,0,100,0,0.097777778,1.466666667,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,5,1.466666667,TRUE
jt4s739d,10125,0.06,1,4,122000,130000,4,25-39,Male,Bachelors,23 or larger,gt60,novice,novice,suboptimal,20,20,20,20,20,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
jt4s739d,3732,0,2,5,E,E,4,25-39,Male,Bachelors,23 or larger,gt60,novice,novice,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4sevqh,15735,0,0,0,70000,70000,3,25-39,Female,Masters,17,gt60,high-intermediate,high-intermediate,suboptimal,20,20,20,100,20,0.266666667,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,TRUE
jt4sevqh,29793,0.01,1,1,104000,105000,3,25-39,Female,Masters,17,gt60,high-intermediate,high-intermediate,suboptimal,100,100,20,20,20,0.1117717,3.24137931,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3.24137931,TRUE
jt4sevqh,11904,0,2,2,C,C,4,25-39,Female,Masters,17,gt60,high-intermediate,high-intermediate,optimal,100,100,100,100,100,0.049586777,0.545454545,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,0.545454545,TRUE
jt4sevqh,25664,0.07,0,3,42000,45000,4,25-39,Female,Masters,17,gt60,high-intermediate,high-intermediate,suboptimal,20,20,20,100,20,0.1664,4.16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.16,TRUE
jt4sevqh,36480,0.02,1,4,128000,130000,3,25-39,Female,Masters,17,gt60,high-intermediate,high-intermediate,suboptimal,100,100,20,20,20,0.086419753,3.111111111,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3.111111111,TRUE
jt4sevqh,17400,0,2,5,E,E,4,25-39,Female,Masters,17,gt60,high-intermediate,high-intermediate,optimal,100,100,100,100,100,0.020761246,0.352941176,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,0.352941176,TRUE
jt4sya4t,33054,0.02,0,0,71600,70000,3,25-39,Female,Bachelors,23 or larger,gt60,low-intermediate,novice,optimal,0,0,0,100,0,0.034894399,1.151515152,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,5,1.151515152,TRUE
jt4sya4t,40108,0,1,1,105200,105000,3,25-39,Female,Bachelors,23 or larger,gt60,low-intermediate,novice,optimal,100,100,0,0,0,0.008125,0.325,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,5,0.325,TRUE
jt4sya4t,19344,0,2,2,C,C,3,25-39,Female,Bachelors,23 or larger,gt60,low-intermediate,novice,suboptimal,20,20,100,20,20,0.041551247,0.789473684,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.789473684,TRUE
jt4sya4t,24255,0.05,0,3,47400,45000,3,25-39,Female,Bachelors,23 or larger,gt60,low-intermediate,novice,optimal,0,0,0,100,0,0.03125,0.75,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,5,0.75,TRUE
jt4sya4t,36493,0.01,1,4,131100,130000,3,25-39,Female,Bachelors,23 or larger,gt60,low-intermediate,novice,optimal,100,100,0,0,0,0.010030864,0.361111111,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,5,0.361111111,TRUE
jt4sya4t,26890,0,2,5,E,E,4,25-39,Female,Bachelors,23 or larger,gt60,low-intermediate,novice,suboptimal,20,20,20,100,100,0.048816568,1.269230769,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,1.269230769,TRUE
jt4t48jq,11227,0.14,0,0,80000,70000,3,25-39,Female,High School,23 or larger,41-50,intermediate,intermediate,optimal,0,0,0,20,0,0.082644628,0.909090909,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,4,0.909090909,TRUE
jt4t48jq,13403,0.05,1,1,100000,105000,3,25-39,Female,High School,23 or larger,41-50,intermediate,intermediate,optimal,100,100,0,0,0,0.041420118,0.538461538,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,5,0.538461538,TRUE
jt4t48jq,5190,0,2,2,C,C,4,25-39,Female,High School,23 or larger,41-50,intermediate,intermediate,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4t48jq,11027,0.02,0,3,44000,45000,4,25-39,Female,High School,23 or larger,41-50,intermediate,intermediate,optimal,0,0,0,100,0,0.082644628,0.909090909,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,5,0.909090909,TRUE
jt4t48jq,15660,0.04,1,4,135000,130000,3,25-39,Female,High School,23 or larger,41-50,intermediate,intermediate,optimal,20,20,0,0,0,0.026666667,0.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0.4,TRUE
jt4t48jq,3843,0,2,5,E,E,4,25-39,Female,High School,23 or larger,41-50,intermediate,intermediate,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4t6fi1,12908,0,0,0,70000,70000,2,18-24,Female,High School,13,10-Jun,novice,novice,suboptimal,20,20,20,100,20,0.333333333,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,TRUE
jt4t6fi1,9342,0.24,1,1,130000,105000,2,18-24,Female,High School,13,10-Jun,novice,novice,suboptimal,100,100,20,20,20,0.345679012,3.111111111,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3.111111111,TRUE
jt4t6fi1,6381,1,2,2,a,C,3,18-24,Female,High School,13,10-Jun,novice,novice,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4t6fi1,6910,0,0,3,45000,45000,3,18-24,Female,High School,13,10-Jun,novice,novice,suboptimal,20,20,20,100,20,0.666666667,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,TRUE
jt4t6fi1,9742,0,1,4,130000,130000,3,18-24,Female,High School,13,10-Jun,novice,novice,suboptimal,100,100,20,20,20,0.345679012,3.111111111,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3.111111111,TRUE
jt4t6fi1,5323,0,2,5,e,E,3,18-24,Female,High School,13,10-Jun,novice,novice,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4thfvr,42341,0.01,0,0,71000,70000,3,25-39,Male,Bachelors,17,31-40,high-intermediate,novice,optimal,0,0,0,100,0,0.026077098,1.095238095,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,5,1.095238095,TRUE
jt4thfvr,28877,0,1,1,105000,105000,3,25-39,Male,Bachelors,17,31-40,high-intermediate,novice,optimal,100,100,0,0,0,0.028061224,0.785714286,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,5,0.785714286,TRUE
jt4thfvr,3250,0,2,2,C,C,3,25-39,Male,Bachelors,17,31-40,high-intermediate,novice,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4thfvr,20252,0.04,0,3,43000,45000,3,25-39,Male,Bachelors,17,31-40,high-intermediate,novice,optimal,0,0,0,100,0,0.06,1.2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,5,1.2,TRUE
jt4thfvr,19081,0.04,1,4,135000,130000,3,25-39,Male,Bachelors,17,31-40,high-intermediate,novice,optimal,100,100,0,0,0,0.027700831,0.526315789,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,5,0.526315789,TRUE
jt4thfvr,7620,0,2,5,E,E,4,25-39,Male,Bachelors,17,31-40,high-intermediate,novice,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4tl54x,6066,0.29,0,0,90000,70000,4,18-24,Male,High School,21,gt60,low-intermediate,low-intermediate,suboptimal,20,20,20,100,20,0.555555556,3.333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.333333333,TRUE
jt4tl54x,14714,0.05,1,1,110000,105000,4,18-24,Male,High School,21,gt60,low-intermediate,low-intermediate,suboptimal,20,20,20,20,20,0.214285714,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
jt4tl54x,2480,0,2,2,C,C,4,18-24,Male,High School,21,gt60,low-intermediate,low-intermediate,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4tl54x,11398,0.09,0,3,49000,45000,4,18-24,Male,High School,21,gt60,low-intermediate,low-intermediate,optimal,0,0,0,100,0,0.181818182,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,5,2,TRUE
jt4tl54x,13193,0,1,4,130000,130000,4,18-24,Male,High School,21,gt60,low-intermediate,low-intermediate,optimal,100,100,0,0,0,0.041420118,0.538461538,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,5,0.538461538,TRUE
jt4tl54x,11186,0,2,5,E,E,4,18-24,Male,High School,21,gt60,low-intermediate,low-intermediate,optimal,100,100,100,100,100,0.049586777,0.545454545,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,0.545454545,TRUE
jt4uee69,19318,0,0,0,70000,70000,2,25-39,Male,High School,17,31-40,low-intermediate,novice,optimal,0,0,0,100,0,0.038781163,0.736842105,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,5,0.736842105,TRUE
jt4uee69,17739,0.05,1,1,100000,105000,2,25-39,Male,High School,17,31-40,low-intermediate,novice,optimal,100,100,0,0,0,0.044982699,0.764705882,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,5,0.764705882,TRUE
jt4uee69,49158,0,2,2,c,C,4,25-39,Male,High School,17,31-40,low-intermediate,novice,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4uee69,35573,0.09,0,3,41000,45000,3,25-39,Male,High School,17,31-40,low-intermediate,novice,suboptimal,0,0,0,0,0,0.013877551,0.485714286,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,7,0.485714286,TRUE
jt4uee69,11872,0.15,1,4,110000,130000,2,25-39,Male,High School,17,31-40,low-intermediate,novice,optimal,100,100,0,0,0,0.107438017,1.181818182,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,5,1.181818182,TRUE
jt4uee69,9409,0,2,5,e,E,4,25-39,Male,High School,17,31-40,low-intermediate,novice,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4vom85,21934,0.06,0,0,66000,70000,4,25-39,Male,High School,23 or larger,gt60,low-intermediate,novice,suboptimal,20,20,20,20,20,0.19047619,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
jt4vom85,24997,0.05,1,1,100000,105000,3,25-39,Male,High School,23 or larger,gt60,low-intermediate,novice,suboptimal,0,20,0,0,0,0.050347222,1.208333333,1,2,2,0,2,2,0,0,1,0,0,1,0,0,1,12,1.208333333,TRUE
jt4vom85,5605,0,2,2,C,C,4,25-39,Male,High School,23 or larger,gt60,low-intermediate,novice,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4vom85,13000,0.02,0,3,44000,45000,4,25-39,Male,High School,23 or larger,gt60,low-intermediate,novice,suboptimal,20,20,20,20,20,0.307692308,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
jt4vom85,19064,0.02,1,4,132000,130000,3,25-39,Male,High School,23 or larger,gt60,low-intermediate,novice,optimal,20,20,0,0,0,0.016620499,0.315789474,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0.315789474,TRUE
jt4vom85,3433,0,2,5,E,E,4,25-39,Male,High School,23 or larger,gt60,low-intermediate,novice,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
