user,dataMode,time,error,qType,vRate,eRate,ans,correct,confidence,age,sex,degree,monitor,computer,expert,expertProgressive
jt8oudag,V5E20,13152,0.01,0,5,20,45400,45000,2,25-39,Female,High School,23 or larger,gt60,novice,novice
jt8oudag,V5E20,19138,0.01,1,5,20,131700,130000,1,25-39,Female,High School,23 or larger,gt60,novice,novice
jt8oudag,V5E20,9952,0,2,5,20,E,E,4,25-39,Female,High School,23 or larger,gt60,novice,novice
jt8oudos,V15E20,13625,0.06,1,15,20,111000,105000,3,25-39,Female,Masters,21,41-50,low-intermediate,low-intermediate
jt8oudos,V15E20,11624,0,2,15,20,C,C,3,25-39,Female,Masters,21,41-50,low-intermediate,low-intermediate
jt8oudos,V15E20,13140,0.09,0,15,20,49200,45000,3,25-39,Female,Masters,21,41-50,low-intermediate,low-intermediate
jt8oudos,V15E20,9743,0.1,1,15,20,116400,130000,2,25-39,Female,Masters,21,41-50,low-intermediate,low-intermediate
jt8oudos,V15E20,17590,0,2,15,20,E,E,3,25-39,Female,Masters,21,41-50,low-intermediate,low-intermediate
jt8oufc7,V15E20,18953,0.14,1,15,20,90000,105000,3,40-49,Female,Other,17,gt60,low-intermediate,novice
jt8oufc7,V15E20,35438,1,2,15,20,a,C,2,40-49,Female,Other,17,gt60,low-intermediate,novice
jt8oufc7,V15E20,25140,0.02,0,15,20,46000,45000,3,40-49,Female,Other,17,gt60,low-intermediate,novice
jt8oufc7,V15E20,30666,0.08,1,15,20,120000,130000,3,40-49,Female,Other,17,gt60,low-intermediate,novice
jt8oufc7,V15E20,23912,1,2,15,20,d,E,3,40-49,Female,Other,17,gt60,low-intermediate,novice
jt8oufj8,V20E10,21389,0.1,1,20,10,95000,105000,2,50-59,Female,Bachelors,21,51-60,high-intermediate,low-intermediate
jt8oufj8,V20E10,10422,0,2,20,10,c,C,4,50-59,Female,Bachelors,21,51-60,high-intermediate,low-intermediate
jt8oufj8,V20E10,19741,0,0,20,10,45000,45000,2,50-59,Female,Bachelors,21,51-60,high-intermediate,low-intermediate
jt8oufj8,V20E10,18974,0.08,1,20,10,120000,130000,3,50-59,Female,Bachelors,21,51-60,high-intermediate,low-intermediate
jt8oufj8,V20E10,10142,0,2,20,10,e,E,4,50-59,Female,Bachelors,21,51-60,high-intermediate,low-intermediate
jt8oufo9,V10E15,1172,0.33,1,10,15,140000,105000,4,18-24,Female,Bachelors,23 or larger,gt60,expert,expert
jt8oufo9,V10E15,1862,1,2,10,15,A,C,3,18-24,Female,Bachelors,23 or larger,gt60,expert,expert
jt8oufo9,V10E15,1239,0.11,0,10,15,40000,45000,3,18-24,Female,Bachelors,23 or larger,gt60,expert,expert
jt8oufo9,V10E15,1647,0.85,1,10,15,20000,130000,3,18-24,Female,Bachelors,23 or larger,gt60,expert,expert
jt8oufo9,V10E15,1561,1,2,10,15,20,E,4,18-24,Female,Bachelors,23 or larger,gt60,expert,expert
jt8ouiz9,V20E15,7925,0.05,1,20,15,100000,105000,3,25-39,Male,Bachelors,21,gt60,intermediate,novice
jt8ouiz9,V20E15,7790,0,2,20,15,C,C,3,25-39,Male,Bachelors,21,gt60,intermediate,novice
jt8ouiz9,V20E15,10210,0.11,0,20,15,40000,45000,3,25-39,Male,Bachelors,21,gt60,intermediate,novice
jt8ouiz9,V20E15,4821,0.08,1,20,15,140000,130000,2,25-39,Male,Bachelors,21,gt60,intermediate,novice
jt8ouiz9,V20E15,5325,0,2,20,15,E,E,4,25-39,Male,Bachelors,21,gt60,intermediate,novice
jt8oujbd,V5E20,4025,0.33,1,5,20,140000,105000,2,50-59,Female,Bachelors,13,41-50,low-intermediate,novice
jt8oujbd,V5E20,4378,0,2,5,20,c,C,2,50-59,Female,Bachelors,13,41-50,low-intermediate,novice
jt8oujbd,V5E20,8751,0,0,5,20,45000,45000,2,50-59,Female,Bachelors,13,41-50,low-intermediate,novice
jt8oujbd,V5E20,11481,0.08,1,5,20,120000,130000,2,50-59,Female,Bachelors,13,41-50,low-intermediate,novice
jt8oujbd,V5E20,6814,0,2,5,20,E,E,2,50-59,Female,Bachelors,13,41-50,low-intermediate,novice
jt8oujc2,V20E10,33465,0.14,1,20,10,120000,105000,3,25-39,Female,Other,19,21-30,intermediate,low-intermediate
jt8oujc2,V20E10,24512,0,2,20,10,C,C,4,25-39,Female,Other,19,21-30,intermediate,low-intermediate
jt8oujc2,V20E10,29855,0.11,0,20,10,50100,45000,4,25-39,Female,Other,19,21-30,intermediate,low-intermediate
jt8oujc2,V20E10,30456,0.15,1,20,10,110000,130000,3,25-39,Female,Other,19,21-30,intermediate,low-intermediate
jt8oujc2,V20E10,16655,0,2,20,10,E,E,3,25-39,Female,Other,19,21-30,intermediate,low-intermediate
jt8ouko0,V5E20,9295,0.05,1,5,20,110000,105000,3,25-39,Male,Bachelors,15,41-50,intermediate,novice
jt8ouko0,V5E20,10303,0,2,5,20,C,C,3,25-39,Male,Bachelors,15,41-50,intermediate,novice
jt8ouko0,V5E20,7680,0.04,0,5,20,43000,45000,3,25-39,Male,Bachelors,15,41-50,intermediate,novice
jt8ouko0,V5E20,11072,0.04,1,5,20,125000,130000,3,25-39,Male,Bachelors,15,41-50,intermediate,novice
jt8ouko0,V5E20,10273,0,2,5,20,E,E,4,25-39,Male,Bachelors,15,41-50,intermediate,novice
jt8ouluc,V5E10,7293,0.05,1,5,10,110000,105000,4,25-39,Male,Bachelors,13,21-30,low-intermediate,low-intermediate
jt8ouluc,V5E10,2103,0,2,5,10,C,C,4,25-39,Male,Bachelors,13,21-30,low-intermediate,low-intermediate
jt8ouluc,V5E10,4434,0.02,0,5,10,46000,45000,4,25-39,Male,Bachelors,13,21-30,low-intermediate,low-intermediate
jt8ouluc,V5E10,11257,0,1,5,10,130000,130000,4,25-39,Male,Bachelors,13,21-30,low-intermediate,low-intermediate
jt8ouluc,V5E10,2463,0,2,5,10,E,E,4,25-39,Male,Bachelors,13,21-30,low-intermediate,low-intermediate
jt8oumpe,V10E10,7153,0.52,1,10,10,160000,105000,4,25-39,Female,High School,21,43626,intermediate,intermediate
jt8oumpe,V10E10,5069,0,2,10,10,C,C,4,25-39,Female,High School,21,43626,intermediate,intermediate
jt8oumpe,V10E10,5422,0.56,0,10,10,70000,45000,4,25-39,Female,High School,21,43626,intermediate,intermediate
jt8oumpe,V10E10,6477,0.46,1,10,10,190000,130000,4,25-39,Female,High School,21,43626,intermediate,intermediate
jt8oumpe,V10E10,3679,0,2,10,10,E,E,4,25-39,Female,High School,21,43626,intermediate,intermediate
jt8oungv,V20E20,9524,0,1,20,20,105000,105000,3,25-39,Female,Bachelors,11,41-50,low-intermediate,novice
jt8oungv,V20E20,7223,0,2,20,20,c,C,4,25-39,Female,Bachelors,11,41-50,low-intermediate,novice
jt8oungv,V20E20,17166,0.12,0,20,20,39500,45000,3,25-39,Female,Bachelors,11,41-50,low-intermediate,novice
jt8oungv,V20E20,17675,0.15,1,20,20,110000,130000,2,25-39,Female,Bachelors,11,41-50,low-intermediate,novice
jt8oungv,V20E20,11588,1,2,20,20,d,E,3,25-39,Female,Bachelors,11,41-50,low-intermediate,novice
jt8ounub,V15E15,16572,0.05,1,15,15,100000,105000,3,25-39,Male,High School,15,gt60,low-intermediate,novice
jt8ounub,V15E15,8776,0,2,15,15,c,C,3,25-39,Male,High School,15,gt60,low-intermediate,novice
jt8ounub,V15E15,21466,0,0,15,15,45000,45000,3,25-39,Male,High School,15,gt60,low-intermediate,novice
jt8ounub,V15E15,17998,0.08,1,15,15,120000,130000,3,25-39,Male,High School,15,gt60,low-intermediate,novice
jt8ounub,V15E15,8628,0,2,15,15,e,E,3,25-39,Male,High School,15,gt60,low-intermediate,novice
jt8ounwy,V20E10,2322,0.14,1,20,10,90000,105000,3,25-39,Male,Masters,13,31-40,low-intermediate,novice
jt8ounwy,V20E10,5536,1,2,20,10,75k,C,3,25-39,Male,Masters,13,31-40,low-intermediate,novice
jt8ounwy,V20E10,4618,0.78,0,20,10,80000,45000,3,25-39,Male,Masters,13,31-40,low-intermediate,novice
jt8ounwy,V20E10,1258,0.31,1,20,10,90000,130000,2,25-39,Male,Masters,13,31-40,low-intermediate,novice
jt8ounwy,V20E10,7448,0,2,20,10,e,E,3,25-39,Male,Masters,13,31-40,low-intermediate,novice
jt8ouotw,V10E20,8673,0.05,1,10,20,100000,105000,1,40-49,Female,High School,dontknow,21-30,novice,novice
jt8ouotw,V10E20,4599,0,2,10,20,C,C,2,40-49,Female,High School,dontknow,21-30,novice,novice
jt8ouotw,V10E20,4283,0.11,0,10,20,50000,45000,2,40-49,Female,High School,dontknow,21-30,novice,novice
jt8ouotw,V10E20,11686,0.08,1,10,20,120000,130000,1,40-49,Female,High School,dontknow,21-30,novice,novice
jt8ouotw,V10E20,5307,0,2,10,20,E,E,3,40-49,Female,High School,dontknow,21-30,novice,novice
jt8oux2u,V10E10,34464,0.01,1,10,10,105800,105000,1,25-39,Male,High School,23 or larger,31-40,novice,novice
jt8oux2u,V10E10,7064,0,2,10,10,c,C,3,25-39,Male,High School,23 or larger,31-40,novice,novice
jt8oux2u,V10E10,21550,0.05,0,10,10,47400,45000,2,25-39,Male,High School,23 or larger,31-40,novice,novice
jt8oux2u,V10E10,20437,0.01,1,10,10,131000,130000,1,25-39,Male,High School,23 or larger,31-40,novice,novice
jt8oux2u,V10E10,12314,0,2,10,10,e,E,3,25-39,Male,High School,23 or larger,31-40,novice,novice
jt8ouxz3,V15E20,7916,0.14,1,15,20,90000,105000,2,25-39,Female,Bachelors,15,43789,novice,novice
jt8ouxz3,V15E20,5205,0,2,15,20,C,C,3,25-39,Female,Bachelors,15,43789,novice,novice
jt8ouxz3,V15E20,7776,0,0,15,20,45000,45000,2,25-39,Female,Bachelors,15,43789,novice,novice
jt8ouxz3,V15E20,8290,0.23,1,15,20,100000,130000,2,25-39,Female,Bachelors,15,43789,novice,novice
jt8ouxz3,V15E20,6725,0,2,15,20,E,E,3,25-39,Female,Bachelors,15,43789,novice,novice
jt8ouz9c,V10E15,17021,0.14,1,10,15,90000,105000,2,25-39,Male,Bachelors,15,51-60,intermediate,low-intermediate
jt8ouz9c,V10E15,13888,1,2,10,15,a,C,3,25-39,Male,Bachelors,15,51-60,intermediate,low-intermediate
jt8ouz9c,V10E15,14984,0,0,10,15,45000,45000,3,25-39,Male,Bachelors,15,51-60,intermediate,low-intermediate
jt8ouz9c,V10E15,14695,0,1,10,15,130000,130000,3,25-39,Male,Bachelors,15,51-60,intermediate,low-intermediate
jt8ouz9c,V10E15,11776,0,2,10,15,E,E,3,25-39,Male,Bachelors,15,51-60,intermediate,low-intermediate
jt8ouzdn,V10E20,18695,0.33,1,10,20,140000,105000,3,60,Male,Bachelors,11,31-40,intermediate,low-intermediate
jt8ouzdn,V10E20,9684,0,2,10,20,c,C,4,60,Male,Bachelors,11,31-40,intermediate,low-intermediate
jt8ouzdn,V10E20,8812,0.09,0,10,20,49000,45000,3,60,Male,Bachelors,11,31-40,intermediate,low-intermediate
jt8ouzdn,V10E20,11029,0.12,1,10,20,145000,130000,3,60,Male,Bachelors,11,31-40,intermediate,low-intermediate
jt8ouzdn,V10E20,7762,0,2,10,20,e,E,4,60,Male,Bachelors,11,31-40,intermediate,low-intermediate
jt8ov09e,V20E20,1112,0.03,1,20,20,107700,105000,2,40-49,Male,Masters,17,31-40,expert,intermediate
jt8ov09e,V20E20,1448,0,2,20,20,C,C,2,40-49,Male,Masters,17,31-40,expert,intermediate
jt8ov09e,V20E20,4952,0.03,0,20,20,46400,45000,2,40-49,Male,Masters,17,31-40,expert,intermediate
jt8ov09e,V20E20,1464,0.14,1,20,20,148300,130000,2,40-49,Male,Masters,17,31-40,expert,intermediate
jt8ov09e,V20E20,656,1,2,20,20,C,E,1,40-49,Male,Masters,17,31-40,expert,intermediate
jt8ov1ns,V5E5,1160,0.04,1,5,5,101000,105000,3,25-39,Female,Masters,17,41-50,intermediate,intermediate
jt8ov1ns,V5E5,1088,0,2,5,5,c,C,3,25-39,Female,Masters,17,41-50,intermediate,intermediate
jt8ov1ns,V5E5,974,0.89,0,5,5,85000,45000,3,25-39,Female,Masters,17,41-50,intermediate,intermediate
jt8ov1ns,V5E5,2754,0.22,1,5,5,101000,130000,3,25-39,Female,Masters,17,41-50,intermediate,intermediate
jt8ov1ns,V5E5,933,1,2,5,5,d,E,3,25-39,Female,Masters,17,41-50,intermediate,intermediate
jt8ov2zn,V15E20,18550,0,1,15,20,105000,105000,2,18-24,Female,Bachelors,17,31-40,low-intermediate,novice
jt8ov2zn,V15E20,9896,0,2,15,20,C,C,3,18-24,Female,Bachelors,17,31-40,low-intermediate,novice
jt8ov2zn,V15E20,15672,0.11,0,15,20,50000,45000,3,18-24,Female,Bachelors,17,31-40,low-intermediate,novice
jt8ov2zn,V15E20,17909,0.15,1,15,20,110000,130000,3,18-24,Female,Bachelors,17,31-40,low-intermediate,novice
jt8ov2zn,V15E20,10144,0,2,15,20,E,E,3,18-24,Female,Bachelors,17,31-40,low-intermediate,novice
jt8ov3xo,V5E20,13780,0.05,1,5,20,110000,105000,2,25-39,Female,Bachelors,13,51-60,novice,novice
jt8ov3xo,V5E20,8188,0,2,5,20,C,C,3,25-39,Female,Bachelors,13,51-60,novice,novice
jt8ov3xo,V5E20,16631,0,0,5,20,45000,45000,3,25-39,Female,Bachelors,13,51-60,novice,novice
jt8ov3xo,V5E20,25231,0,1,5,20,130000,130000,3,25-39,Female,Bachelors,13,51-60,novice,novice
jt8ov3xo,V5E20,3389,0,2,5,20,E,E,2,25-39,Female,Bachelors,13,51-60,novice,novice
jt8ov5h6,V15E10,8146,0.05,1,15,10,100000,105000,2,25-39,Male,Bachelors,17,31-40,intermediate,novice
jt8ov5h6,V15E10,6216,0,2,15,10,C,C,3,25-39,Male,Bachelors,17,31-40,intermediate,novice
jt8ov5h6,V15E10,7219,0,0,15,10,45000,45000,2,25-39,Male,Bachelors,17,31-40,intermediate,novice
jt8ov5h6,V15E10,1278,0.08,1,15,10,120000,130000,2,25-39,Male,Bachelors,17,31-40,intermediate,novice
jt8ov5h6,V15E10,7078,0,2,15,10,E,E,3,25-39,Male,Bachelors,17,31-40,intermediate,novice
jt8ov6il,V15E15,1938,0.05,1,15,15,100000,105000,2,25-39,Male,Bachelors,23 or larger,gt60,low-intermediate,novice
jt8ov6il,V15E15,3003,1,2,15,15,a,C,4,25-39,Male,Bachelors,23 or larger,gt60,low-intermediate,novice
jt8ov6il,V15E15,6271,0.02,0,15,15,44000,45000,3,25-39,Male,Bachelors,23 or larger,gt60,low-intermediate,novice
jt8ov6il,V15E15,5432,0.15,1,15,15,110000,130000,2,25-39,Male,Bachelors,23 or larger,gt60,low-intermediate,novice
jt8ov6il,V15E15,8318,0,2,15,15,e,E,2,25-39,Male,Bachelors,23 or larger,gt60,low-intermediate,novice
jt8ov6p8,V10E5,20536,0.05,1,10,5,100000,105000,3,50-59,Female,Bachelors,dontknow,51-60,novice,novice
jt8ov6p8,V10E5,17879,0,2,10,5,C,C,3,50-59,Female,Bachelors,dontknow,51-60,novice,novice
jt8ov6p8,V10E5,13840,0,0,10,5,45000,45000,3,50-59,Female,Bachelors,dontknow,51-60,novice,novice
jt8ov6p8,V10E5,24475,0.04,1,10,5,135000,130000,3,50-59,Female,Bachelors,dontknow,51-60,novice,novice
jt8ov6p8,V10E5,13205,0,2,10,5,E,E,4,50-59,Female,Bachelors,dontknow,51-60,novice,novice
jt8ov6wq,V20E10,6838,0,1,20,10,105000,105000,2,25-39,Male,High School,23 or larger,21-30,low-intermediate,novice
jt8ov6wq,V20E10,5551,0,2,20,10,C,C,3,25-39,Male,High School,23 or larger,21-30,low-intermediate,novice
jt8ov6wq,V20E10,8701,0,0,20,10,45000,45000,2,25-39,Male,High School,23 or larger,21-30,low-intermediate,novice
jt8ov6wq,V20E10,7614,0.08,1,20,10,120000,130000,2,25-39,Male,High School,23 or larger,21-30,low-intermediate,novice
jt8ov6wq,V20E10,7623,0,2,20,10,E,E,2,25-39,Male,High School,23 or larger,21-30,low-intermediate,novice
jt8ov7py,V5E5,9938,0.02,1,5,5,107000,105000,3,40-49,Female,Bachelors,17,31-40,low-intermediate,low-intermediate
jt8ov7py,V5E5,5918,0,2,5,5,C,C,4,40-49,Female,Bachelors,17,31-40,low-intermediate,low-intermediate
jt8ov7py,V5E5,9261,0.07,0,5,5,48000,45000,2,40-49,Female,Bachelors,17,31-40,low-intermediate,low-intermediate
jt8ov7py,V5E5,11709,0,1,5,5,130000,130000,3,40-49,Female,Bachelors,17,31-40,low-intermediate,low-intermediate
jt8ov7py,V5E5,1250,0,2,5,5,E,E,2,40-49,Female,Bachelors,17,31-40,low-intermediate,low-intermediate
jt8ovaem,V5E10,964,0.14,1,5,10,90000,105000,1,25-39,Male,Bachelors,21,41-50,low-intermediate,low-intermediate
jt8ovaem,V5E10,1025,1,2,5,10,A,C,1,25-39,Male,Bachelors,21,41-50,low-intermediate,low-intermediate
jt8ovaem,V5E10,949,3.44,0,5,10,200000,45000,1,25-39,Male,Bachelors,21,41-50,low-intermediate,low-intermediate
jt8ovaem,V5E10,1519,0.38,1,5,10,180000,130000,2,25-39,Male,Bachelors,21,41-50,low-intermediate,low-intermediate
jt8ovaem,V5E10,1022,0,2,5,10,E,E,2,25-39,Male,Bachelors,21,41-50,low-intermediate,low-intermediate
jt8ovas7,V10E20,9385,0.52,1,10,20,160000,105000,3,60,Female,Other,17,43789,intermediate,intermediate
jt8ovas7,V10E20,5176,0,2,10,20,C,C,3,60,Female,Other,17,43789,intermediate,intermediate
jt8ovas7,V10E20,4848,0.33,0,10,20,60000,45000,3,60,Female,Other,17,43789,intermediate,intermediate
jt8ovas7,V10E20,6689,0.38,1,10,20,180000,130000,3,60,Female,Other,17,43789,intermediate,intermediate
jt8ovas7,V10E20,4440,0,2,10,20,E,E,3,60,Female,Other,17,43789,intermediate,intermediate
jt8ovbau,V10E20,31964,0.05,1,10,20,110000,105000,1,25-39,Female,Bachelors,11,43626,low-intermediate,novice
jt8ovbau,V10E20,15058,0,2,10,20,C,C,2,25-39,Female,Bachelors,11,43626,low-intermediate,novice
jt8ovbau,V10E20,16775,0,0,10,20,45000,45000,2,25-39,Female,Bachelors,11,43626,low-intermediate,novice
jt8ovbau,V10E20,16819,0.9,1,10,20,13000,130000,1,25-39,Female,Bachelors,11,43626,low-intermediate,novice
jt8ovbau,V10E20,10366,0,2,10,20,E,E,2,25-39,Female,Bachelors,11,43626,low-intermediate,novice
jt8ove7w,V20E10,17887,0.05,1,20,10,110000,105000,3,40-49,Male,Masters,15,31-40,intermediate,low-intermediate
jt8ove7w,V20E10,6838,0,2,20,10,C,C,3,40-49,Male,Masters,15,31-40,intermediate,low-intermediate
jt8ove7w,V20E10,18443,0,0,20,10,45000,45000,2,40-49,Male,Masters,15,31-40,intermediate,low-intermediate
jt8ove7w,V20E10,19990,0.08,1,20,10,120000,130000,2,40-49,Male,Masters,15,31-40,intermediate,low-intermediate
jt8ove7w,V20E10,14038,0,2,20,10,E,E,4,40-49,Male,Masters,15,31-40,intermediate,low-intermediate
jt8ovgba,V15E15,4803,0.06,1,15,15,98300,105000,2,40-49,Male,Masters,23 or larger,51-60,intermediate,novice
jt8ovgba,V15E15,1001,1,2,15,15,A,C,1,40-49,Male,Masters,23 or larger,51-60,intermediate,novice
jt8ovgba,V15E15,3321,0.13,0,15,15,39000,45000,2,40-49,Male,Masters,23 or larger,51-60,intermediate,novice
jt8ovgba,V15E15,14717,0.05,1,15,15,136000,130000,2,40-49,Male,Masters,23 or larger,51-60,intermediate,novice
jt8ovgba,V15E15,5893,0,2,15,15,E,E,3,40-49,Male,Masters,23 or larger,51-60,intermediate,novice
jt8ovkhw,V5E10,17480,0.06,1,5,10,99000,105000,2,25-39,Male,Masters,13,21-30,high-intermediate,low-intermediate
jt8ovkhw,V5E10,3693,0,2,5,10,C,C,3,25-39,Male,Masters,13,21-30,high-intermediate,low-intermediate
jt8ovkhw,V5E10,7466,0.2,0,5,10,54000,45000,2,25-39,Male,Masters,13,21-30,high-intermediate,low-intermediate
jt8ovkhw,V5E10,11697,0.01,1,5,10,131000,130000,2,25-39,Male,Masters,13,21-30,high-intermediate,low-intermediate
jt8ovkhw,V5E10,3598,0,2,5,10,E,E,3,25-39,Male,Masters,13,21-30,high-intermediate,low-intermediate
jt8ovkms,V20E20,28281,0.05,1,20,20,100000,105000,2,25-39,Female,Bachelors,17,21-30,intermediate,novice
jt8ovkms,V20E20,21084,0,2,20,20,C,C,3,25-39,Female,Bachelors,17,21-30,intermediate,novice
jt8ovkms,V20E20,26173,0.09,0,20,20,49000,45000,3,25-39,Female,Bachelors,17,21-30,intermediate,novice
jt8ovkms,V20E20,29778,0.07,1,20,20,120500,130000,3,25-39,Female,Bachelors,17,21-30,intermediate,novice
jt8ovkms,V20E20,16320,0,2,20,20,E,E,2,25-39,Female,Bachelors,17,21-30,intermediate,novice
jt8ovlee,V20E20,20582,0.05,1,20,20,110000,105000,2,40-49,Male,High School,23 or larger,41-50,low-intermediate,novice
jt8ovlee,V20E20,6758,0,2,20,20,c,C,3,40-49,Male,High School,23 or larger,41-50,low-intermediate,novice
jt8ovlee,V20E20,9666,0,0,20,20,45000,45000,3,40-49,Male,High School,23 or larger,41-50,low-intermediate,novice
jt8ovlee,V20E20,10382,0.08,1,20,20,120000,130000,3,40-49,Male,High School,23 or larger,41-50,low-intermediate,novice
jt8ovlee,V20E20,6946,0,2,20,20,e,E,3,40-49,Male,High School,23 or larger,41-50,low-intermediate,novice
jt8ovll6,V5E15,17272,0.14,1,5,15,120000,105000,4,25-39,Female,Bachelors,19,43789,high-intermediate,intermediate
jt8ovll6,V5E15,14111,0,2,5,15,C,C,4,25-39,Female,Bachelors,19,43789,high-intermediate,intermediate
jt8ovll6,V5E15,10881,0.33,0,5,15,60000,45000,4,25-39,Female,Bachelors,19,43789,high-intermediate,intermediate
jt8ovll6,V5E15,9217,0.31,1,5,15,170000,130000,4,25-39,Female,Bachelors,19,43789,high-intermediate,intermediate
jt8ovll6,V5E15,4678,0,2,5,15,E,E,4,25-39,Female,Bachelors,19,43789,high-intermediate,intermediate
jt8ovmnl,V15E10,656,0.24,1,15,10,80000,105000,3,25-39,Male,Bachelors,15,43789,high-intermediate,high-intermediate
jt8ovmnl,V15E10,1376,1,2,15,10,70,C,4,25-39,Male,Bachelors,15,43789,high-intermediate,high-intermediate
jt8ovmnl,V15E10,703,0.11,0,15,10,50000,45000,3,25-39,Male,Bachelors,15,43789,high-intermediate,high-intermediate
jt8ovmnl,V15E10,1471,0.69,1,15,10,40000,130000,4,25-39,Male,Bachelors,15,43789,high-intermediate,high-intermediate
jt8ovmnl,V15E10,712,0,2,15,10,e,E,3,25-39,Male,Bachelors,15,43789,high-intermediate,high-intermediate
jt8ovnhv,V20E15,1896,0.05,1,20,15,100000,105000,3,25-39,Male,Bachelors,21,41-50,low-intermediate,low-intermediate
jt8ovnhv,V20E15,1495,1,2,20,15,a,C,2,25-39,Male,Bachelors,21,41-50,low-intermediate,low-intermediate
jt8ovnhv,V20E15,1672,0.11,0,20,15,40000,45000,3,25-39,Male,Bachelors,21,41-50,low-intermediate,low-intermediate
jt8ovnhv,V20E15,1600,0.08,1,20,15,140000,130000,3,25-39,Male,Bachelors,21,41-50,low-intermediate,low-intermediate
jt8ovnhv,V20E15,1920,1,2,20,15,5,E,2,25-39,Male,Bachelors,21,41-50,low-intermediate,low-intermediate
jt8ovob4,V10E20,859,0.57,1,10,20,45000,105000,1,25-39,Female,Bachelors,15,41-50,high-intermediate,low-intermediate
jt8ovob4,V10E20,9034,0,2,10,20,C,C,4,25-39,Female,Bachelors,15,41-50,high-intermediate,low-intermediate
jt8ovob4,V10E20,8262,0.09,0,10,20,49000,45000,4,25-39,Female,Bachelors,15,41-50,high-intermediate,low-intermediate
jt8ovob4,V10E20,18283,0.08,1,10,20,141000,130000,3,25-39,Female,Bachelors,15,41-50,high-intermediate,low-intermediate
jt8ovob4,V10E20,9934,0,2,10,20,E,E,4,25-39,Female,Bachelors,15,41-50,high-intermediate,low-intermediate
jt8ovqk5,V10E10,9398,0,1,10,10,105000,105000,3,25-39,Male,Bachelors,21,51-60,intermediate,low-intermediate
jt8ovqk5,V10E10,1630,0,2,10,10,C,C,3,25-39,Male,Bachelors,21,51-60,intermediate,low-intermediate
jt8ovqk5,V10E10,10168,0.13,0,10,10,39000,45000,2,25-39,Male,Bachelors,21,51-60,intermediate,low-intermediate
jt8ovqk5,V10E10,6922,0.08,1,10,10,120000,130000,2,25-39,Male,Bachelors,21,51-60,intermediate,low-intermediate
jt8ovqk5,V10E10,10412,0,2,10,10,E,E,3,25-39,Male,Bachelors,21,51-60,intermediate,low-intermediate
jt8ovt5n,V10E20,7508,0.05,1,10,20,110000,105000,2,18-24,Male,High School,23 or larger,gt60,intermediate,low-intermediate
jt8ovt5n,V10E20,3609,0,2,10,20,C,C,4,18-24,Male,High School,23 or larger,gt60,intermediate,low-intermediate
jt8ovt5n,V10E20,7818,0.04,0,10,20,43000,45000,3,18-24,Male,High School,23 or larger,gt60,intermediate,low-intermediate
jt8ovt5n,V10E20,8430,0,1,10,20,130000,130000,2,18-24,Male,High School,23 or larger,gt60,intermediate,low-intermediate
jt8ovt5n,V10E20,5453,0,2,10,20,E,E,4,18-24,Male,High School,23 or larger,gt60,intermediate,low-intermediate
jt8ovtho,V5E10,8463,0.05,1,5,10,110000,105000,3,18-24,Male,High School,21,31-40,novice,novice
jt8ovtho,V5E10,496,1,2,5,10,b,C,1,18-24,Male,High School,21,31-40,novice,novice
jt8ovtho,V5E10,6157,0.02,0,5,10,46000,45000,4,18-24,Male,High School,21,31-40,novice,novice
jt8ovtho,V5E10,3252,0,1,5,10,129800,130000,3,18-24,Male,High School,21,31-40,novice,novice
jt8ovtho,V5E10,2518,0,2,5,10,e,E,4,18-24,Male,High School,21,31-40,novice,novice
jt8ovtn9,V15E10,22017,0.05,1,15,10,100000,105000,2,25-39,Male,Bachelors,15,51-60,low-intermediate,low-intermediate
jt8ovtn9,V15E10,16279,0,2,15,10,c,C,3,25-39,Male,Bachelors,15,51-60,low-intermediate,low-intermediate
jt8ovtn9,V15E10,20841,0.11,0,15,10,40000,45000,2,25-39,Male,Bachelors,15,51-60,low-intermediate,low-intermediate
jt8ovtn9,V15E10,20373,0,1,15,10,130000,130000,2,25-39,Male,Bachelors,15,51-60,low-intermediate,low-intermediate
jt8ovtn9,V15E10,20609,0,2,15,10,e,E,3,25-39,Male,Bachelors,15,51-60,low-intermediate,low-intermediate
jt8ovvgk,V20E15,2704,0.11,1,20,15,93000,105000,4,25-39,Male,Bachelors,21,31-40,intermediate,intermediate
jt8ovvgk,V20E15,1528,0,2,20,15,c,C,3,25-39,Male,Bachelors,21,31-40,intermediate,intermediate
jt8ovvgk,V20E15,1816,0.09,0,20,15,41000,45000,3,25-39,Male,Bachelors,21,31-40,intermediate,intermediate
jt8ovvgk,V20E15,2368,0,1,20,15,130000,130000,2,25-39,Male,Bachelors,21,31-40,intermediate,intermediate
jt8ovvgk,V20E15,1824,0,2,20,15,E,E,4,25-39,Male,Bachelors,21,31-40,intermediate,intermediate
jt8ovvv4,V15E20,18031,0.05,1,15,20,100000,105000,3,25-39,Male,Masters,13,31-40,intermediate,novice
jt8ovvv4,V15E20,8190,0,2,15,20,C,C,4,25-39,Male,Masters,13,31-40,intermediate,novice
jt8ovvv4,V15E20,12630,0.02,0,15,20,44000,45000,3,25-39,Male,Masters,13,31-40,intermediate,novice
jt8ovvv4,V15E20,28218,0.04,1,15,20,125000,130000,3,25-39,Male,Masters,13,31-40,intermediate,novice
jt8ovvv4,V15E20,22143,0,2,15,20,E,E,3,25-39,Male,Masters,13,31-40,intermediate,novice
